map_index,survey_number,lon,lat,tile_lon_center,tile_lat_center,tile_lon_min,tile_lat_min,tile_lon_max,tile_lat_max,min_lon,min_lat,max_lon,max_lat,method
25,120711150,-11.42651621,36.9875573,-12.775003433227539,35.92500305175781,-12.800003051757812,35.900001525878906,-12.750003814697266,35.95000457763672,-13.9523719,34.91617215,-11.36280976,37.0382835,1D
26,120711150,-11.45805724,36.96194992,-12.775003433227539,35.92500305175781,-12.800003051757812,35.900001525878906,-12.750003814697266,35.95000457763672,-13.9523719,34.91617215,-11.36280976,37.0382835,1D
27,120711150,-11.49000789,36.93668033,-12.775003433227539,35.92500305175781,-12.800003051757812,35.900001525878906,-12.750003814697266,35.95000457763672,-13.9523719,34.91617215,-11.36280976,37.0382835,1D
28,120711150,-11.52153269,36.91103817,-12.775003433227539,35.92500305175781,-12.800003051757812,35.900001525878906,-12.750003814697266,35.95000457763672,-13.9523719,34.91617215,-11.36280976,37.0382835,1D
29,120711150,-11.55329702,36.88556189,-12.775003433227539,35.92500305175781,-12.800003051757812,35.900001525878906,-12.750003814697266,35.95000457763672,-13.9523719,34.91617215,-11.36280976,37.0382835,1D
30,120711150,-11.58467304,36.85975297,-12.775003433227539,35.92500305175781,-12.800003051757812,35.900001525878906,-12.750003814697266,35.95000457763672,-13.9523719,34.91617215,-11.36280976,37.0382835,1D
31,120711150,-12.62967689,36.013066,-12.775003433227539,35.92500305175781,-12.800003051757812,35.900001525878906,-12.750003814697266,35.95000457763672,-13.9523719,34.91617215,-11.36280976,37.0382835,1D
32,120711150,-11.61640443,36.83422131,-12.775003433227539,35.92500305175781,-12.800003051757812,35.900001525878906,-12.750003814697266,35.95000457763672,-13.9523719,34.91617215,-11.36280976,37.0382835,1D
33,120711150,-11.67950309,36.78283286,-12.775003433227539,35.92500305175781,-12.800003051757812,35.900001525878906,-12.750003814697266,35.95000457763672,-13.9523719,34.91617215,-11.36280976,37.0382835,1D
34,120711150,-11.7112646,36.75733882,-12.775003433227539,35.92500305175781,-12.800003051757812,35.900001525878906,-12.750003814697266,35.95000457763672,-13.9523719,34.91617215,-11.36280976,37.0382835,1D
35,120711150,-11.74254498,36.73146629,-12.775003433227539,35.92500305175781,-12.800003051757812,35.900001525878906,-12.750003814697266,35.95000457763672,-13.9523719,34.91617215,-11.36280976,37.0382835,1D
